Louvain_cluster,Cluster_Label,Cluster_Index,Celltype,Stage
6769,S12-neural plate,1,neural plate,S12
6770,S12-neural plate,1,neural plate,S12
6771,S12-neural plate,1,neural plate,S12
6772,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6773,S12-neural plate,1,neural plate,S12
6774,S12-neural plate,1,neural plate,S12
6775,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6776,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6777,S12-neural plate,1,neural plate,S12
6778,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6779,S12-neural plate,1,neural plate,S12
6780,S12-neural plate,1,neural plate,S12
6781,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6782,S12-neural plate,1,neural plate,S12
6783,S12-neural plate,1,neural plate,S12
6784,S12-neural plate,1,neural plate,S12
6785,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6786,S12-neural plate,1,neural plate,S12
6787,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6788,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6789,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6790,S12-ionocyte,7,ionocyte,S12
6791,S12-neural plate,1,neural plate,S12
6792,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6793,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6794,S12-neural plate,1,neural plate,S12
6795,S12-neural plate,1,neural plate,S12
6796,S12-neural plate,1,neural plate,S12
6797,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6798,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6799,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6800,S12-neural plate,1,neural plate,S12
6801,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6802,S12-neural plate,1,neural plate,S12
6803,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6804,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6805,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6806,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6807,S12-notochord,10,notochord,S12
6808,S12-neural plate,1,neural plate,S12
6809,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
6810,S12-neural plate,1,neural plate,S12
6811,S12-neural plate,1,neural plate,S12
6812,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6813,S12-neural plate,1,neural plate,S12
6814,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6815,S12-neural plate,1,neural plate,S12
6816,S12-neural plate,1,neural plate,S12
6817,S12-neural plate,1,neural plate,S12
6818,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6819,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6820,S12-neural plate,1,neural plate,S12
6821,S12-neural plate,1,neural plate,S12
6822,S12-tail bud,5,tail bud,S12
6823,S12-neural plate,1,neural plate,S12
6824,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6825,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6826,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6827,S12-neural plate,1,neural plate,S12
6828,S12-neural plate,1,neural plate,S12
6829,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6830,S12-neural plate,1,neural plate,S12
6831,S12-neural plate,1,neural plate,S12
6832,S12-neural plate,1,neural plate,S12
6833,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6834,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6835,S12-neural plate,1,neural plate,S12
6836,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6837,S12-neural plate,1,neural plate,S12
6838,S12-neural plate,1,neural plate,S12
6839,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6840,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6841,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
6842,S12-neural plate,1,neural plate,S12
6843,S12-neural plate,1,neural plate,S12
6844,S12-neural plate,1,neural plate,S12
6845,S12-neural plate,1,neural plate,S12
6846,S12-neural plate,1,neural plate,S12
6847,S12-ionocyte,7,ionocyte,S12
6848,S12-neural plate,1,neural plate,S12
6849,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6850,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6851,S12-neural plate,1,neural plate,S12
6852,S12-neural plate,1,neural plate,S12
6853,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6854,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6855,S12-neural plate,1,neural plate,S12
6856,S12-neural plate,1,neural plate,S12
6857,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6858,S12-neural plate,1,neural plate,S12
6859,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6860,S12-neural plate,1,neural plate,S12
6861,S12-neural plate,1,neural plate,S12
6862,S12-neural plate,1,neural plate,S12
6863,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6864,S12-neural plate,1,neural plate,S12
6865,S12-neural plate,1,neural plate,S12
6866,S12-neural plate,1,neural plate,S12
6867,S12-neural plate,1,neural plate,S12
6868,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6869,S12-ionocyte,7,ionocyte,S12
6870,S12-neural plate,1,neural plate,S12
6871,S12-neural plate,1,neural plate,S12
6872,S12-ionocyte,7,ionocyte,S12
6873,S12-neural plate,1,neural plate,S12
6874,S12-neural plate,1,neural plate,S12
6875,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6876,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6877,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6878,S12-neural plate,1,neural plate,S12
6879,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6880,S12-neural plate,1,neural plate,S12
6881,S12-neural plate,1,neural plate,S12
6882,S12-neural plate,1,neural plate,S12
6883,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6884,S12-neural plate,1,neural plate,S12
6885,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6886,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6887,S12-neural plate,1,neural plate,S12
6888,S12-neural plate,1,neural plate,S12
6889,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6890,S12-neural plate,1,neural plate,S12
6891,S12-neural plate,1,neural plate,S12
6892,S12-neural plate,1,neural plate,S12
6893,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6894,S12-neural plate,1,neural plate,S12
6895,S12-neural plate,1,neural plate,S12
6896,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6897,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6898,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6899,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6900,S12-neural plate,1,neural plate,S12
6901,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6902,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6903,S12-neural plate,1,neural plate,S12
6904,S12-neural plate,1,neural plate,S12
6905,S12-neural plate,1,neural plate,S12
6906,S12-neural plate,1,neural plate,S12
6907,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
6908,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6909,S12-neural plate,1,neural plate,S12
6910,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6911,S12-neural plate,1,neural plate,S12
6912,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6913,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6914,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6915,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6916,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6917,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6918,S12-neural plate,1,neural plate,S12
6919,S12-neural plate,1,neural plate,S12
6920,S12-neural plate,1,neural plate,S12
6921,S12-neural plate,1,neural plate,S12
6922,S12-neural plate,1,neural plate,S12
6923,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6924,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6925,S12-neural plate,1,neural plate,S12
6926,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
6927,S12-neural plate,1,neural plate,S12
6928,S12-neural plate,1,neural plate,S12
6929,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6930,S12-neural plate,1,neural plate,S12
6931,S12-neural plate,1,neural plate,S12
6932,S12-tail bud,5,tail bud,S12
6933,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6934,S12-neural plate,1,neural plate,S12
6935,S12-neural plate,1,neural plate,S12
6936,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6937,S12-neural plate,1,neural plate,S12
6938,S12-neural plate,1,neural plate,S12
6939,S12-neural plate,1,neural plate,S12
6940,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6941,S12-neural plate,1,neural plate,S12
6942,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6943,S12-neural plate,1,neural plate,S12
6944,S12-neural plate,1,neural plate,S12
6945,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6946,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6947,S12-neural plate,1,neural plate,S12
6948,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6949,S12-neural plate,1,neural plate,S12
6950,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6951,S12-neural plate,1,neural plate,S12
6952,S12-notochord,10,notochord,S12
6953,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6954,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6955,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6956,S12-neural plate,1,neural plate,S12
6957,S12-neural plate,1,neural plate,S12
6958,S12-neural plate,1,neural plate,S12
6959,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6960,S12-neural plate,1,neural plate,S12
6961,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6962,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6963,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6964,S12-neural plate,1,neural plate,S12
6965,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6966,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6967,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6968,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6969,S12-neural plate,1,neural plate,S12
6970,S12-neural plate,1,neural plate,S12
6971,S12-notochord,10,notochord,S12
6972,S12-neural plate,1,neural plate,S12
6973,S12-neural plate,1,neural plate,S12
6974,S12-neural plate,1,neural plate,S12
6975,S12-neural plate,1,neural plate,S12
6976,S12-neural plate,1,neural plate,S12
6977,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6978,S12-tail bud,5,tail bud,S12
6979,S12-neural plate,1,neural plate,S12
6980,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6981,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6982,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6983,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6984,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6985,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6986,S12-neural plate,1,neural plate,S12
6987,S12-neural plate,1,neural plate,S12
6988,S12-neural plate,1,neural plate,S12
6989,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
6990,S12-neural plate,1,neural plate,S12
6991,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6992,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6993,S12-neural plate,1,neural plate,S12
6994,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6995,S12-neural plate,1,neural plate,S12
6996,S12-neural plate,1,neural plate,S12
6997,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6998,S12-non-neural ectoderm,2,non-neural ectoderm,S12
6999,S12-neural plate,1,neural plate,S12
7000,S12-tail bud,5,tail bud,S12
7001,S12-neural plate,1,neural plate,S12
7002,S12-neural plate,1,neural plate,S12
7003,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7004,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7005,S12-neural plate,1,neural plate,S12
7006,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7007,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7008,S12-neural plate,1,neural plate,S12
7009,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7010,S12-neural plate,1,neural plate,S12
7011,S12-neural plate,1,neural plate,S12
7012,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7013,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7014,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7015,S12-neural plate,1,neural plate,S12
7016,S12-neural plate,1,neural plate,S12
7017,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7018,S12-tail bud,5,tail bud,S12
7019,S12-neural plate,1,neural plate,S12
7020,S12-neural plate,1,neural plate,S12
7021,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7022,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7023,S12-tail bud,5,tail bud,S12
7024,S12-neural plate,1,neural plate,S12
7025,S12-neural plate,1,neural plate,S12
7026,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7027,S12-neural plate,1,neural plate,S12
7028,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7029,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7030,S12-involuted ventral mesoderm,4,involuted ventral mesoderm,S12
7031,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7032,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7033,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7034,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7035,S12-neural plate,1,neural plate,S12
7036,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7037,S12-neural plate,1,neural plate,S12
7038,S12-neural plate,1,neural plate,S12
7039,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7040,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7041,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7042,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7043,S12-neural plate,1,neural plate,S12
7044,S12-neural plate,1,neural plate,S12
7045,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7046,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7047,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7048,S12-neural plate,1,neural plate,S12
7049,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7050,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7051,S12-neural plate,1,neural plate,S12
7052,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7053,S12-neural plate,1,neural plate,S12
7054,S12-neural plate,1,neural plate,S12
7055,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7056,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7057,S12-neural plate,1,neural plate,S12
7058,S12-neural plate,1,neural plate,S12
7059,S12-tail bud,5,tail bud,S12
7060,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7061,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7062,S12-neural plate,1,neural plate,S12
7063,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7064,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7065,S12-neural plate,1,neural plate,S12
7066,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7067,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7068,S12-neural plate,1,neural plate,S12
7069,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7070,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7071,S12-neural plate,1,neural plate,S12
7072,S12-ionocyte,7,ionocyte,S12
7073,S12-neural plate,1,neural plate,S12
7074,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7075,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7076,S12-neural plate,1,neural plate,S12
7077,S12-neural plate,1,neural plate,S12
7078,S12-neural plate,1,neural plate,S12
7079,S12-neural plate,1,neural plate,S12
7080,S12-neural plate,1,neural plate,S12
7081,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7082,S12-neural plate,1,neural plate,S12
7083,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7084,S12-neural plate,1,neural plate,S12
7085,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7086,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7087,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7088,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7089,S12-neural plate,1,neural plate,S12
7090,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7091,S12-neural plate,1,neural plate,S12
7092,S12-neural plate,1,neural plate,S12
7093,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7094,S12-neural plate,1,neural plate,S12
7095,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7096,S12-neural plate,1,neural plate,S12
7097,S12-neural plate,1,neural plate,S12
7098,S12-neural plate,1,neural plate,S12
7099,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7100,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7101,S12-neural plate,1,neural plate,S12
7102,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7103,S12-neural plate,1,neural plate,S12
7104,S12-neural plate,1,neural plate,S12
7105,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7106,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7107,S12-neural plate,1,neural plate,S12
7108,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7109,S12-neural plate,1,neural plate,S12
7110,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7111,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7112,S12-neural plate,1,neural plate,S12
7113,S12-neural plate,1,neural plate,S12
7114,S12-neural plate,1,neural plate,S12
7115,S12-neural plate,1,neural plate,S12
7116,S12-neural plate,1,neural plate,S12
7117,S12-neural plate,1,neural plate,S12
7118,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7119,S12-neural plate,1,neural plate,S12
7120,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7121,S12-neural plate,1,neural plate,S12
7122,S12-neural plate,1,neural plate,S12
7123,S12-neural plate,1,neural plate,S12
7124,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7125,S12-neural plate,1,neural plate,S12
7126,S12-neural plate,1,neural plate,S12
7127,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7128,S12-neural plate,1,neural plate,S12
7129,S12-neural plate,1,neural plate,S12
7130,S12-neural plate,1,neural plate,S12
7131,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7132,S12-tail bud,5,tail bud,S12
7133,S12-tail bud,5,tail bud,S12
7134,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7135,S12-neural plate,1,neural plate,S12
7136,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7137,S12-neural plate,1,neural plate,S12
7138,S12-neural plate,1,neural plate,S12
7139,S12-tail bud,5,tail bud,S12
7140,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7141,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7142,S12-neural plate,1,neural plate,S12
7143,S12-neural plate,1,neural plate,S12
7144,S12-neural plate,1,neural plate,S12
7145,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7146,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7147,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7148,S12-neural plate,1,neural plate,S12
7149,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7150,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7151,S12-tail bud,5,tail bud,S12
7152,S12-involuted ventral mesoderm,4,involuted ventral mesoderm,S12
7153,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7154,S12-neural plate,1,neural plate,S12
7155,S12-neural plate,1,neural plate,S12
7156,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7157,S12-neural plate,1,neural plate,S12
7158,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7159,S12-neural plate,1,neural plate,S12
7160,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7161,S12-neural plate,1,neural plate,S12
7162,S12-ionocyte,7,ionocyte,S12
7163,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7164,S12-neural plate,1,neural plate,S12
7165,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7166,S12-neural plate,1,neural plate,S12
7167,S12-neural plate,1,neural plate,S12
7168,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7169,S12-ionocyte,7,ionocyte,S12
7170,S12-neural plate,1,neural plate,S12
7171,S12-neural plate,1,neural plate,S12
7172,S12-ionocyte,7,ionocyte,S12
7173,S12-neural plate,1,neural plate,S12
7174,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7175,S12-neural plate,1,neural plate,S12
7176,S12-tail bud,5,tail bud,S12
7177,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7178,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7179,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7180,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7181,S12-neural plate,1,neural plate,S12
7182,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7183,S12-neural plate,1,neural plate,S12
7184,S12-neural plate,1,neural plate,S12
7185,S12-neural plate,1,neural plate,S12
7186,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7187,S12-involuted ventral mesoderm,4,involuted ventral mesoderm,S12
7188,S12-neural plate,1,neural plate,S12
7189,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7190,S12-neural plate,1,neural plate,S12
7191,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7192,S12-neural plate,1,neural plate,S12
7193,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7194,S12-neural plate,1,neural plate,S12
7195,S12-tail bud,5,tail bud,S12
7196,S12-neural plate,1,neural plate,S12
7197,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7198,S12-neural plate,1,neural plate,S12
7199,S12-neural plate,1,neural plate,S12
7200,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7201,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7202,S12-neural plate,1,neural plate,S12
7203,S12-neural plate,1,neural plate,S12
7204,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7205,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7206,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7207,S12-ionocyte,7,ionocyte,S12
7208,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7209,S12-neural plate,1,neural plate,S12
7210,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7211,S12-tail bud,5,tail bud,S12
7212,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7213,S12-neural plate,1,neural plate,S12
7214,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7215,S12-tail bud,5,tail bud,S12
7216,S12-neural plate,1,neural plate,S12
7217,S12-neural plate,1,neural plate,S12
7218,S12-neural plate,1,neural plate,S12
7219,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7220,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7221,S12-neural plate,1,neural plate,S12
7222,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7223,S12-neural plate,1,neural plate,S12
7224,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7225,S12-neural plate,1,neural plate,S12
7226,S12-neural plate,1,neural plate,S12
7227,S12-Spemann organizer (endoderm),8,Spemann organizer (endoderm),S12
7228,S12-tail bud,5,tail bud,S12
7229,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7230,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7231,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7232,S12-neural plate,1,neural plate,S12
7233,S12-neural plate,1,neural plate,S12
7234,S12-neural plate,1,neural plate,S12
7235,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7236,S12-neural plate,1,neural plate,S12
7237,S12-neural plate,1,neural plate,S12
7238,S12-neural plate,1,neural plate,S12
7239,S12-tail bud,5,tail bud,S12
7240,S12-neural plate,1,neural plate,S12
7241,S12-neural plate,1,neural plate,S12
7242,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7243,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7244,S12-neural plate,1,neural plate,S12
7245,S12-tail bud,5,tail bud,S12
7246,S12-neural plate,1,neural plate,S12
7247,S12-tail bud,5,tail bud,S12
7248,S12-tail bud,5,tail bud,S12
7249,S12-neural plate,1,neural plate,S12
7250,S12-neural plate,1,neural plate,S12
7251,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7252,S12-neural plate,1,neural plate,S12
7253,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7254,S12-tail bud,5,tail bud,S12
7255,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7256,S12-neural plate,1,neural plate,S12
7257,S12-neural plate,1,neural plate,S12
7258,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7259,S12-tail bud,5,tail bud,S12
7260,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7261,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7262,S12-neural plate,1,neural plate,S12
7263,S12-involuted ventral mesoderm,4,involuted ventral mesoderm,S12
7264,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7265,S12-neural plate,1,neural plate,S12
7266,S12-neural plate,1,neural plate,S12
7267,S12-neural plate,1,neural plate,S12
7268,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7269,S12-neural plate,1,neural plate,S12
7270,S12-neural plate,1,neural plate,S12
7271,S12-neural plate,1,neural plate,S12
7272,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7273,S12-neural plate,1,neural plate,S12
7274,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7275,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7276,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7277,S12-neural plate,1,neural plate,S12
7278,S12-neural plate,1,neural plate,S12
7279,S12-neural plate,1,neural plate,S12
7280,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7281,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7282,S12-neural plate,1,neural plate,S12
7283,S12-ionocyte,7,ionocyte,S12
7284,S12-involuted dorsal mesoderm,3,involuted dorsal mesoderm,S12
7285,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7286,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7287,S12-neural plate,1,neural plate,S12
7288,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7289,S12-neural plate,1,neural plate,S12
7290,S12-neural plate,1,neural plate,S12
7291,S12-tail bud,5,tail bud,S12
7292,S12-neural plate,1,neural plate,S12
7293,S12-neural plate,1,neural plate,S12
7294,S12-ciliated epidermal progenitor,6,ciliated epidermal progenitor,S12
7295,S12-ionocyte,7,ionocyte,S12
7296,S12-neural plate,1,neural plate,S12
7297,S12-neural plate,1,neural plate,S12
7298,S12-non-neural ectoderm,2,non-neural ectoderm,S12
7299,S12-neural plate,1,neural plate,S12
7300,S12-neural plate,1,neural plate,S12
